3898,"06N","1E",",14,"
3899,"02S","2W",",15,16,"
3900,"01S","2E",",2,"
3901,"04N","1W",",11,"
3902,"02S","2W",",18,19,"
3902,"02S","3W",",13,24,"
3903,"05N","1W",",23,"
3904,"06N","1E",",27,34,"
3905,"04S","3E",",13,14,23,"
3906,"07N","5E",",6,"
3906,"08N","4E",",3,11,36,"
3907,"03N","1W",",20,"
3908,"02N","1W",",12,"
3909,"05N","1W",",27,"
3910,"08N","4E",",3,4,"
3910,"09N","4E",",27,28,33,34,"
3911,"01S","1E",",7,8,9,15,16,17,21,22,"
3912,"02N","1E",",7,"
3912,"02N","1W",",12,"
3913,"05N","1E",",30,"
3914,"04S","2E",",31,"
3915,"08N","4E",",25,"
3916,"02N","1W",",13,14,23,24,"
3917,"04S","3E",",11,14,"
3918,"03N","1W",",35,"
3919,"05N","1W",",22,23,"
3920,"04N","1W",",2,"
3921,"10N","5E",",1,"
3921,"10N","6E",",6,"
3921,"11N","5E",",36,"
3921,"11N","6E",",31,"
3922,"04N","1W",",3,"
3922,"05N","1W",",34,"
3923,"05N","1E",",21,"
3924,"02N","1W",",1,2,"
3925,"08N","1W",",11,"
3926,"02S","3E",",29,"
3927,"04N","1W",",17,18,19,20,"
3928,"05N","1E",",13,14,23,24,"
3929,"03N","1W",",34,"
3930,"04N","1E",",3,4,"
3930,"05N","1E",",33,34,"
3931,"06N","1E",",6,7,"
3931,"06N","1W",",1,12,"
3932,"06N","1E",",32,33,"
3933,"05N","1W",",24,"
3934,"04N","1W",",15,16,17,20,21,22,28,"
3935,"07N","1E",",17,"
3936,"01N","2W",",2,3,"
3936,"02N","2W",",27,28,33,34,35,"
3937,"07N","1E",",20,"
3938,"02S","4E",",16,17,18,19,20,21,28,29,30,"
3939,"06N","1E",",29,"
3940,"10N","5E",",1,"
3940,"10N","6E",",5,6,"
3940,"11N","5E",",36,"
3940,"11N","6E",",29,30,31,32,"
3941,"02N","2E",",30,31,"
3942,"05S","1E",",2,3,"
3943,"02S","1E",",35,36,"
3943,"02S","2E",",31,"
3943,"03S","1E",",1,2,"
3944,"04N","1E",",5,6,"
3944,"05N","1E",",31,32,"
3945,"06N","1E",",6,"
3945,"07N","1E",",31,"
3946,"08N","1E",",30,31,"
3947,"05N","1E",",19,20,21,28,29,30,31,32,"
3948,"04S","4E",",31,"
3949,"05S","3E",",7,8,9,10,14,15,16,17,18,19,20,21,22,23,26,27,28,29,30,"
3950,"03S","1W",",1,2,"
3950,"02S","1E",",31,32,33,"
3950,"02S","1W",",25,26,35,36,"
3950,"03S","1E",",6,"
3951,"02N","1E",",28,29,32,33,"
3952,"06N","1E",",34,"
3952,"05N","1E",",3,"
3953,"08N","1W",",14,15,22,23,"
3954,"06N","1E",",28,"
3955,"06N","1E",",6,"
3955,"06N","1W",",1,"
3956,"08N","4E",",14,"
3957,"05N","1W",",22,"
3958,"05N","1W",",27,28,"
3959,"05N","1W",",35,"
3960,"01N","1E",",6,"
3961,"02N","1E",",7,"
3962,"01S","3E",",13,24,25,"
3962,"01S","4E",",17,18,19,20,29,30,"
3963,"05N","1W",",24,25,"
3964,"04S","2E",",15,16,19,20,21,22,27,28,29,30,"
3965,"05N","1E",",3,"
3966,"06N","2E",",16,17,18,19,20,21,28,29,30,"
3967,"05N","1W",",16,17,20,21,28,29,"
3968,"07N","5E",",16,17,20,21,"
3969,"02N","1W",",1,"
3970,"01N","1E",",6,"
3970,"01N","1W",",1,"
3970,"02N","1E",",31,"
3970,"02N","1W",",36,"
3971,"01S","2E",",3,4,"
3971,"01N","2E",",33,34,"
3972,"04S","3E",",24,"
3973,"06N","1E",",5,6,7,8,"
3974,"02N","1E",",20,"
3975,"05N","1W",",28,"
3976,"05N","1E",",30,"
3977,"05N","1W",",30,"
3978,"02N","1W",",6,"
3978,"02N","2W",",1,"
3978,"03N","1W",",31,"
3978,"03N","2W",",36,"
3979,"06N","1E",",21,"
3980,"03N","1W",",34,35,"
3981,"04S","3E",",14,"
3982,"06N","1E",",21,"
3983,"08N","1W",",13,14,23,24,"
3984,"04S","2E",",14,15,16,17,19,20,21,22,23,26,27,28,29,30,31,32,33,"
3984,"05S","2E",",4,5,"
3985,"06N","1E",",5,"
3986,"08N","3E",",30,31,"
3987,"02N","1E",",8,9,16,17,"
3988,"11N","1E",",21,22,26,27,28,34,"
3989,"01N","3E",",1,2,3,4,"
3989,"02N","3E",",33,34,35,36,"
3990,"07N","1E",",31,"
3991,"05N","1E",",29,30,"
3992,"04N","3E",",3,4,5,6,"
3992,"05N","3E",",27,28,29,30,31,32,33,34,"
3993,"04N","1W",",2,11,"
3994,"08N","1W",",23,24,"
3995,"04S","3E",",13,"
3996,"06N","1E",",14,"
3997,"07N","1E",",5,6,"
3997,"08N","1E",",31,32,"
3998,"05N","1E",",3,4,9,10,"
3999,"11N","1E",",1,12,"
3999,"11N","2E",",6,7,"
4000,"04S","2E",",13,24,"
4000,"04S","3E",",18,19,"
4001,"05S","5E",",5,6,"
4002,"06N","1E",",4,5,"
4003,"01N","3W",",34,"
4003,"01S","2W",",19,"
4003,"01S","3W",",2,3,11,12,13,14,24,25,"
4004,"04N","1W",",9,10,15,16,"
4005,"07N","1E",",17,18,19,20,"
4006,"05N","1W",",24,"
4007,"02N","1W",",12,13,"
4008,"05N","1E",",30,"
4009,"06N","1E",",6,"
4009,"07N","1E",",31,"
4010,"11N","3E",",8,9,16,17,"
4011,"03N","1W",",18,"
4012,"04S","4E",",3,4,5,8,9,10,15,16,17,"
4013,"11N","3E",",8,9,16,17,"
4014,"05S","6E",",6,7,"
4014,"04S","5E",",25,26,32,33,34,35,36,"
4014,"04S","6E",",31,"
4014,"05S","5E",",1,2,3,4,5,8,9,10,11,12,13,14,15,16,"
4015,"05N","1E",",30,"
4016,"05N","1E",",10,"
4017,"04S","4E",",12,13,"
4017,"04S","5E",",7,18,"
4018,"01N","1W",",11,12,13,14,"
4019,"06N","2E",",19,20,29,30,"
4020,"04N","1W",",3,"
4020,"05N","1W",",34,"
4021,"02N","1E",",22,23,26,27,"
4022,"06N","1E",",29,"
4023,"03N","1W",",25,26,35,36,"
4024,"07N","1E",",23,24,25,26,"
4025,"05S","5E",",10,11,14,15,"
4026,"02N","1W",",1,2,"
4026,"03N","1W",",25,26,35,36,"
4027,"06N","1E",",22,23,26,"
4028,"05N","1W",",23,"
4029,"08N","3E",",9,10,11,13,14,15,16,21,22,23,24,25,26,"
4030,"05N","1W",",22,"
4031,"02N","1E",",7,"
4031,"02N","1W",",12,"
4032,"05N","1E",",23,24,25,26,"
4033,"06N","1E",",33,"
4034,"04S","4E",",8,17,"
4035,"06N","1E",",13,"
4035,"06N","2E",",18,"
4036,"02N","2W",",2,"
4037,"04S","3E",",24,"
4038,"04S","3E",",36,"
4038,"04S","4E",",31,"
4805,"06N","5E",",9,10,11,14,15,16,21,22,23,"
4806,"06N","3E",",1,2,11,12,13,14,"
4807,"07N","5E",",6,"
4807,"09N","4E",",29,30,"
4807,"07N","4E",",1,"
4807,"08N","4E",",24,25,"
4808,"06N","1E",",9,10,15,16,21,22,"
4809,"02S","1E",",20,29,"
4810,"01S","1W",",9,10,15,16,"
4811,"08N","4E",",36,"
4812,"04N","1W",",20,21,"
4813,"08N","1W",",23,24,25,26,"
4814,"05N","1W",",34,35,"
4815,"07N","1E",",26,"
4816,"06N","1E",",20,21,28,29,"
4817,"04N","1W",",20,"
4818,"06N","1E",",5,"
4819,"06N","2E",",19,"
4820,"01N","1E",",6,7,"
4821,"06N","1E",",16,17,"
4822,"03N","1W",",27,28,33,34,"
4823,"06N","1E",",34,35,"
4824,"01N","3E",",7,8,17,18,"
4825,"05N","1E",",2,"
4825,"06N","1E",",35,"
4826,"05N","1W",",22,23,"
4827,"05N","1E",",9,"
4828,"06N","1E",",6,"
4828,"07N","1E",",31,"
4829,"06N","1E",",15,16,"
4830,"04S","3E",",15,"
4831,"02N","4E",",10,11,12,13,14,15,16,21,22,23,24,25,26,27,28,34,35,36,"
4831,"02N","5E",",18,19,30,31,"
4832,"06N","1E",",12,13,"
4832,"06N","2E",",6,7,8,17,18,"
4833,"02S","3E",",14,15,22,23,"
4834,"02S","3E",",16,17,20,21,"
4835,"02N","1E",",15,16,21,22,"
4836,"06N","1E",",6,"
4837,"09N","4E",",28,29,32,33,"
4838,"05N","1W",",28,"
4839,"09N","1E",",6,7,17,18,19,20,"
4839,"09N","1W",",13,24,"
4840,"01N","2W",",26,27,34,35,36,"
4840,"01S","2W",",1,2,3,"
4841,"02N","2E",",31,"
4842,"01N","2E",",19,20,21,28,29,30,31,32,33,"
4843,"03N","1W",",10,15,16,21,22,23,26,27,28,"
4844,"03N","1E",",19,30,31,"
4844,"03N","1W",",24,25,26,35,36,"
4845,"08N","1E",",19,20,29,30,"
4846,"06N","1E",",21,"
4847,"02N","1E",",6,"
4847,"02N","1W",",1,"
4848,"05N","1W",",24,"
4849,"02S","3E",",29,30,"
4850,"08N","1W",",23,26,"
4851,"04N","5E",",6,7,18,19,30,31,"
4851,"05N","4E",",33,34,35,36,"
4851,"03N","3E",",1,"
4851,"05N","5E",",31,"
4851,"03N","4E",",1,2,3,4,5,6,"
4851,"04N","3E",",12,13,24,25,36,"
4851,"04N","4E",",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,"
4852,"05N","1E",",10,11,14,15,"
4853,"01N","1E",",1,2,3,4,5,6,10,11,12,13,"
4853,"02N","1E",",27,28,31,32,33,34,"
4854,"05N","1W",",25,"
4855,"03N","1W",",10,15,16,21,22,27,28,"
4856,"06N","2E",",30,"
4857,"05N","1W",",20,21,28,29,30,31,32,"
4858,"07N","1E",",29,30,31,32,"
4859,"09N","4E",",3,"
4860,"08N","1W",",24,"
4861,"10N","3E",",3,4,9,10,"
4862,"06N","2E",",21,"
4863,"05N","1E",",31,"
4864,"07N","3E",",16,17,20,21,28,29,"
4865,"10N","3E",",1,2,11,12,13,14,"
4865,"10N","4E",",6,7,18,"
4866,"04S","3E",",36,"
4866,"04S","4E",",31,"
4867,"06N","1E",",6,"
4867,"06N","1W",",1,"
4868,"11N","3E",",7,8,17,18,"
4869,"11N","3E",",16,17,20,21,"
4870,"10N","3E",",3,4,9,10,"
4871,"02N","1E",",7,"
4871,"02N","1W",",12,"
4872,"06N","1E",",11,12,13,14,"
4873,"06N","1E",",15,"
4874,"06N","1E",",24,25,"
4874,"06N","2E",",19,30,"
4875,"02N","1E",",22,23,26,27,34,35,"
4876,"07N","2E",",26,27,"
4877,"04N","1W",",26,"
4878,"08N","1W",",23,"
4879,"07N","1E",",20,"
4880,"06N","1E",",4,5,8,9,"
4881,"05N","1W",",22,"
4423,"03N","2W",",1,2,11,12,13,14,23,24,25,26,35,36,"
4423,"03N","1W",",17,18,19,20,29,30,31,"
4424,"04S","5E",",27,28,29,32,33,34,"
4425,"04S","5E",",20,21,22,27,28,29,32,33,34,"
4426,"06N","1E",",29,"
4427,"08N","1E",",31,"
4428,"02N","1E",",18,19,"
4429,"01N","1E",",5,6,"
4429,"02N","1E",",31,32,"
4430,"06N","1E",",33,"
4431,"08N","4E",",14,15,22,23,"
4432,"01N","1E",",7,8,16,17,20,21,"
4433,"02N","1E",",31,"
4434,"02N","2W",",1,2,"
4434,"03N","2W",",35,36,"
4435,"06N","1E",",13,24,"
4435,"06N","2E",",18,19,"
4436,"07N","1E",",30,31,"
4437,"04N","1W",",1,2,"
4437,"05N","1W",",35,36,"
4438,"07N","1W",",36,"
4439,"06N","1E",",34,35,"
4440,"03N","1W",",4,5,6,"
4441,"03N","1W",",22,"
4442,"06N","1E",",4,5,8,9,"
4443,"01S","1W",",31,32,33,"
4443,"02S","1W",",4,5,6,7,8,9,"
4444,"04N","1W",",3,4,"
4444,"05N","1W",",33,34,"
4445,"07N","3E",",4,5,6,"
4445,"08N","3E",",28,29,30,31,32,33,"
4446,"06N","1E",",3,4,5,8,9,10,"
4446,"07N","1E",",32,33,34,"
4447,"06N","1E",",30,"
4448,"05N","1E",",3,4,"
4448,"06N","1E",",33,34,"
4449,"06N","1E",",29,"
4450,"01S","3E",",28,33,34,"
4450,"02S","3E",",3,4,"
4451,"05S","1E",",16,"
4452,"05S","1E",",16,"
4453,"03S","2E",",25,36,"
4453,"03S","3E",",27,28,29,30,31,32,33,34,"
4453,"04S","2E",",1,"
4453,"04S","3E",",3,4,5,6,"
4454,"04N","1W",",3,4,5,"
4454,"05N","1W",",32,33,34,"
4455,"05N","1W",",21,28,33,"
4456,"01N","3E",",15,16,"
4457,"06N","1E",",5,"
4458,"05N","1W",",27,28,33,34,"
4459,"06N","1W",",12,13,"
4460,"04S","3E",",15,"
4461,"08N","4E",",23,"
4462,"08N","1W",",23,24,25,26,"
4463,"09N","1E",",5,6,7,8,"
4464,"07N","1E",",16,17,18,19,20,21,28,29,30,"
4465,"01N","1W",",1,12,"
4466,"09N","1W",",34,35,"
4466,"08N","1W",",2,3,"
4467,"05N","1E",",29,30,"
4468,"06N","2E",",20,"
4469,"05N","1E",",11,12,13,14,"
4470,"04S","3E",",14,"
4471,"03S","2E",",23,24,25,26,"
4472,"04S","4E",",1,"
4472,"04S","5E",",6,"
4472,"03S","4E",",36,"
4472,"03S","5E",",31,"
4473,"07N","5E",",6,"
4474,"02N","1W",",36,"
4474,"01N","1E",",6,"
4474,"01N","1W",",1,"
4474,"02N","1E",",31,"
4475,"04N","1W",",10,11,14,15,"
4476,"05N","1E",",31,32,"
4477,"09N","1W",",34,"
4478,"04N","2E",",16,17,20,21,"
4479,"04N","1W",",16,21,"
4480,"03S","1E",",7,18,"
4480,"03S","1W",",12,13,"
4481,"10N","5E",",1,12,"
4481,"10N","6E",",6,7,"
4482,"03S","3E",",12,"
4482,"03S","4E",",5,6,7,8,17,18,"
4483,"03S","2E",",6,"
4483,"02S","1E",",25,26,35,36,"
4483,"03S","1E",",1,2,"
4483,"02S","2E",",30,31,"
4484,"01S","5E",",1,12,13,24,25,36,"
4484,"01S","6E",",5,6,7,8,17,18,19,20,30,31,"
4484,"01N","5E",",36,"
4484,"01N","6E",",31,"
4484,"02S","5E",",1,"
4484,"02S","6E",",6,"
4485,"04S","3E",",14,15,"
4486,"01N","4E",",22,23,"
4487,"05N","1E",",10,11,"
4488,"02N","1E",",29,30,31,32,"
4489,"03S","2E",",20,28,29,30,32,33,"
4490,"02N","1E",",27,28,29,32,33,34,"
4491,"06N","1E",",29,"
4492,"04N","1W",",5,6,"
4492,"05N","1W",",31,32,"
4493,"05N","1W",",2,3,"
4493,"06N","1W",",34,35,"
4494,"04N","1W",",11,14,"
4495,"05N","1E",",25,"
4496,"08N","1W",",23,"
4497,"06N","1E",",13,14,23,24,"
4498,"09N","4E",",3,4,5,6,9,10,"
4498,"10N","3E",",1,2,3,4,5,9,10,11,12,13,24,25,36,"
4498,"10N","4E",",18,19,30,31,32,"
4498,"11N","3E",",7,8,17,18,19,20,21,28,29,30,31,32,"
4499,"05N","2E",",1,2,11,12,"
4500,"05N","1E",",17,"
4501,"02S","2W",",24,25,"
4502,"03S","3E",",11,12,"
4503,"06N","3E",",1,12,"
4503,"06N","4E",",5,6,7,8,"
4503,"07N","4E",",31,32,"
4504,"06N","1E",",29,"
4505,"05N","1E",",9,"
4506,"08N","1E",",31,"
4507,"11N","5E",",36,"
4508,"05N","1W",",25,26,35,36,"
4509,"04N","1W",",4,"
4510,"01N","1E",",16,17,20,21,"
4511,"07N","1E",",16,17,20,21,"
4512,"06N","1E",",13,14,23,24,25,"
4512,"06N","2E",",18,19,30,"
4513,"03N","1W",",26,35,"
4514,"10N","1E",",4,5,8,9,"
4515,"07N","1E",",20,"
4516,"08N","5E",",31,"
4517,"05S","2E",",17,18,19,20,"
4518,"03S","4E",",7,8,17,18,"
4518,"03S","3E",",12,13,"
4519,"06N","4E",",8,9,16,17,"
4520,"08N","4E",",3,4,23,"
4520,"09N","4E",",33,34,"
4521,"08N","4E",",14,15,"
4522,"06N","1E",",13,24,"
4523,"05S","2E",",19,"
4524,"04S","2E",",32,33,"
4524,"05S","2E",",4,5,"
4525,"08N","1W",",14,23,"
4526,"01N","3E",",1,10,11,12,13,14,15,16,"
4526,"01N","4E",",5,6,7,8,9,10,11,12,14,15,23,24,25,"
4526,"01N","5E",",2,3,4,5,7,8,9,11,18,19,30,"
4527,"05S","2E",",5,"
4528,"07N","4E",",26,27,28,33,34,35,"
4528,"06N","4E",",2,3,4,"
4529,"08N","4E",",25,"
4530,"05S","3E",",1,2,"
4530,"04S","3E",",35,36,"
4531,"04N","1W",",20,"
4532,"02N","1W",",1,"
4532,"03N","1E",",31,"
4532,"03N","1W",",36,"
4533,"07N","1E",",21,22,23,26,27,28,33,34,35,"
4534,"06N","1E",",16,17,20,21,"
4535,"05N","1W",",35,"
4536,"05N","1W",",27,"
4537,"02S","2E",",33,34,"
4537,"03S","2E",",3,4,"
4538,"04N","1W",",17,18,19,20,"
4539,"03N","4E",",1,2,"
4539,"03N","5E",",6,"
4539,"04N","4E",",1,2,3,10,11,12,13,14,23,24,25,26,35,36,"
4539,"04N","5E",",6,7,18,19,30,31,"
4539,"05N","4E",",34,35,36,"
4539,"05N","5E",",31,"
4540,"07N","5E",",29,"
4541,"04S","3E",",4,5,6,7,8,9,17,18,"
4541,"03S","2E",",36,"
4541,"03S","3E",",31,32,33,"
4541,"04S","2E",",1,12,"
4542,"10N","1E",",29,30,31,32,"
4543,"06N","1E",",10,11,14,15,"
4544,"01N","1E",",6,"
4545,"02S","2W",",3,10,"
4546,"02S","4E",",16,21,"
4547,"03N","1W",",28,"
4548,"01N","3E",",11,12,13,14,"
4549,"04N","1W",",21,28,"
4550,"03S","2E",",26,27,28,33,34,35,"
4550,"04S","2E",",2,3,4,"
4551,"03S","2E",",30,"
4552,"05N","3E",",20,21,22,27,28,29,32,33,34,"
4553,"01N","2E",",5,6,7,8,"
4554,"03N","1E",",18,19,30,"
4554,"03N","1W",",13,14,23,24,25,26,35,36,"
4555,"07N","5E",",33,"
4556,"04N","1W",",3,"
4557,"03N","5E",",10,11,12,13,14,15,22,23,24,"
4557,"03N","6E",",19,"
4558,"07N","1E",",17,18,"
4559,"10N","4E",",9,10,15,16,21,22,27,28,33,34,"
4560,"07N","5E",",33,"
4561,"04N","1W",",22,23,26,27,"
4562,"03S","3E",",13,"
4563,"01N","3E",",16,17,"
4564,"01S","1W",",14,23,24,"
4565,"05N","1W",",26,"
4566,"09N","4E",",2,3,10,11,"
4567,"01N","2W",",31,"
4567,"01N","3W",",36,"
4567,"01S","2W",",6,"
4567,"01S","3W",",1,"
4568,"06N","4E",",1,2,11,12,"
4568,"07N","4E",",35,36,"
4569,"06N","1E",",16,17,20,21,"
4570,"05S","2E",",10,11,12,13,14,15,22,23,24,"
4571,"04S","4E",",30,31,"
4572,"04N","1W",",14,"
4573,"08N","1W",",2,"
4573,"09N","1W",",34,35,"
4574,"06N","1E",",33,"
4575,"02S","2W",",3,"
4576,"05N","1W",",33,"
4577,"05N","1W",",26,"
4578,"02S","2W",",9,10,11,14,15,16,21,22,23,"
4579,"05N","1W",",22,23,"
4580,"02N","1E",",25,26,35,36,"
4581,"09N","1W",",34,35,"
4582,"04N","2E",",2,3,4,"
4582,"05N","2E",",26,27,28,33,34,35,"
4583,"05N","1E",",17,"
4584,"06N","1E",",16,"
4585,"05N","1W",",23,"
4586,"05N","1E",",3,10,"
4587,"04S","3E",",14,"
4588,"05N","1E",",3,4,5,8,9,10,15,16,17,"
4589,"10N","5E",",1,"
4589,"10N","6E",",6,"
4590,"03N","1W",",27,"
4591,"01S","1W",",2,3,10,11,14,15,"
4592,"02S","2W",",13,14,"
4593,"08N","4E",",11,25,"
4594,"06N","3E",",3,4,5,8,9,10,"
4594,"07N","3E",",32,33,34,"
4595,"06N","3E",",3,4,5,"
4595,"07N","3E",",27,28,29,32,33,34,"
4596,"08N","1E",",32,"
4597,"05N","1W",",33,"
4598,"05N","1W",",23,24,25,26,"
4599,"02S","4E",",24,"
4600,"08N","1E",",31,"
4601,"04N","1W",",13,14,"
4602,"04N","1W",",13,14,"
4603,"03N","1W",",35,36,"
4604,"04N","1W",",20,"
4605,"04N","1W",",14,"
4606,"08N","1W",",23,"
4607,"05N","1E",",1,2,11,12,13,"
4607,"05N","2E",",6,7,"
4608,"03S","2E",",9,10,14,15,16,21,22,23,"
4609,"04S","4E",",11,"
4610,"05S","4E",",5,6,"
4611,"04S","3E",",9,"
4612,"05N","1W",",27,34,"
4613,"05N","1W",",33,"
4614,"05N","1W",",24,"
4615,"09N","1W",",34,"
4616,"01N","3E",",1,"
4616,"01N","4E",",4,5,6,"
4616,"02N","3E",",1,12,13,24,25,36,"
4616,"02N","4E",",6,7,18,19,20,28,29,30,31,32,33,"
4617,"05N","1E",",31,32,"
4618,"04N","2E",",5,6,"
4619,"04N","1W",",4,"
4619,"05N","1W",",33,"
4620,"06N","1E",",6,"
4620,"06N","1W",",1,"
4620,"07N","1E",",30,31,"
4620,"07N","1W",",25,36,"
4621,"05N","2E",",7,8,17,18,"
4622,"04N","1W",",3,4,"
4622,"05N","1W",",26,27,28,33,34,35,"
4623,"08N","1E",",31,32,"
4624,"04N","1W",",3,4,"
4624,"05N","1W",",33,34,"
4625,"04N","1W",",4,"
4625,"05N","1W",",33,"
4626,"01N","1E",",24,25,"
4626,"01N","2E",",19,30,"
4627,"07N","1E",",30,"
4628,"01S","2E",",24,25,36,"
4628,"01S","3E",",19,20,29,30,31,32,"
4629,"01S","2W",",31,32,33,"
4629,"02S","2W",",4,5,6,7,8,9,"
4630,"04S","2E",",33,"
4631,"08N","4E",",14,15,22,23,"
4632,"05N","1E",",30,31,"
4633,"08N","4E",",4,5,8,9,"
4634,"06N","1E",",9,16,"
4635,"07N","5E",",6,"
4635,"08N","4E",",2,11,"
4635,"09N","4E",",21,22,27,28,33,34,"
4636,"04S","2E",",14,15,22,23,"
4637,"06N","1E",",5,6,"
4637,"07N","1E",",31,32,"
4638,"01N","2E",",33,34,"
4638,"01S","2E",",4,"
4639,"04N","1W",",8,9,"
4640,"02N","2W",",4,5,"
4640,"03N","2W",",32,33,"
4641,"06N","1E",",1,12,"
4642,"03S","2E",",27,28,33,34,"
4643,"04S","5E",",34,35,"
4643,"05S","5E",",2,3,10,11,"
4644,"07N","5E",",16,17,"
4645,"01N","2E",",15,16,21,22,23,26,27,"
4646,"08N","4E",",14,"
4647,"05N","1W",",22,"
4648,"04N","1W",",11,"
4649,"02S","5E",",36,"
4649,"02S","6E",",31,"
4649,"03S","5E",",1,"
4649,"03S","6E",",6,"
4650,"06N","4E",",3,4,5,"
4650,"07N","4E",",27,28,29,32,33,34,"
4651,"02N","1E",",18,19,"
4651,"02N","1W",",13,14,23,24,"
4652,"04S","4E",",31,"
4653,"08N","4E",",2,3,"
4653,"09N","4E",",34,35,"
4654,"08N","4E",",25,"
4655,"05N","1W",",24,"
4656,"04S","2E",",32,33,"
4656,"05S","2E",",4,5,"
4657,"05N","1W",",3,"
4657,"06N","1W",",34,"
4658,"01S","1W",",19,30,"
4658,"01S","2W",",13,14,23,24,25,26,"
4659,"06N","4E",",4,5,6,7,8,9,"
4659,"07N","4E",",31,32,33,"
4660,"06N","4E",",3,4,5,9,10,"
4660,"07N","4E",",32,33,34,"
4661,"07N","4E",",32,33,34,"
4661,"06N","4E",",3,4,5,8,9,10,"
4662,"03S","2E",",7,8,9,16,17,18,19,20,21,"
4663,"05N","1E",",3,4,9,10,"
4664,"04S","3E",",14,"
4665,"07N","5E",",6,"
4666,"02N","2W",",1,2,"
4666,"03N","2W",",35,36,"
4667,"01N","5E",",27,28,33,34,35,"
4667,"01S","5E",",2,3,"
4668,"06N","1E",",6,"
4669,"06N","1E",",28,"
4670,"04N","1W",",3,4,"
4670,"05N","1W",",33,34,"
4671,"01N","1W",",1,"
4671,"01N","1E",",6,"
4671,"02N","1E",",31,"
4671,"02N","1W",",36,"
4672,"05N","1W",",35,"
4673,"04S","2E",",16,"
4674,"09N","4E",",1,"
4674,"09N","5E",",6,"
4674,"10N","4E",",36,"
4674,"10N","5E",",31,"
4675,"05N","2E",",17,18,19,20,"
4676,"03S","5E",",27,28,32,33,34,"
4676,"04S","5E",",3,4,5,8,9,10,"
4677,"03S","2E",",11,12,"
4678,"06N","1E",",9,"
4679,"07N","5E",",6,"
4680,"05N","1E",",31,"
4681,"03N","2E",",8,9,10,15,16,17,21,22,"
4682,"05N","1W",",27,34,"
4683,"02S","5E",",20,21,28,29,"
4684,"06N","2E",",19,30,"
4685,"02S","2E",",32,33,"
4685,"03S","2E",",4,5,"
4686,"02N","1W",",21,22,27,28,"
4687,"05N","1W",",25,"
4688,"10N","1E",",5,8,"
4689,"02S","2W",",17,18,19,20,"
4690,"05N","1E",",4,"
4691,"08N","4E",",13,14,23,24,"
4692,"06N","1E",",11,12,"
4693,"05S","5E",",2,3,10,11,"
4694,"04N","1E",",6,"
4694,"05N","1E",",31,"
4695,"03N","1W",",34,"
4696,"05N","1W",",25,26,"
4697,"04N","1E",",3,"
4698,"01N","1E",",6,"
4698,"01N","1W",",1,"
4698,"02N","1E",",31,"
4698,"02N","1W",",36,"
4699,"01S","4E",",7,8,9,16,17,18,19,20,21,"
4700,"03N","2E",",8,9,10,15,16,17,20,21,22,"
4701,"08N","3E",",14,15,22,23,"
4702,"07N","5E",",28,29,"
4703,"07N","1E",",30,31,"
4703,"07N","1W",",25,36,"
4704,"07N","5E",",16,17,20,21,"
4705,"02S","4E",",16,17,20,21,"
4706,"02N","2W",",1,2,11,12,"
4707,"05N","1E",",32,"
4708,"06N","1E",",5,6,"
4708,"07N","1E",",31,32,"
4709,"01N","4E",",22,23,24,25,26,27,34,35,36,"
4710,"06N","5E",",9,10,11,14,15,16,21,22,23,"
4711,"05N","1E",",20,21,28,29,"
4712,"03N","4E",",15,16,17,20,21,22,27,28,29,"
4713,"08N","4E",",25,"
4714,"07N","1E",",29,30,"
4715,"05N","2E",",17,18,19,20,"
4716,"01S","1E",",14,15,16,21,22,23,26,27,28,"
4717,"05N","1E",",22,23,26,27,"
4718,"06N","1E",",5,"
4719,"06N","1E",",4,9,10,15,16,"
4720,"06N","1E",",4,9,10,15,16,"
4721,"04S","3E",",36,"
4721,"04S","4E",",31,"
4721,"05S","3E",",1,"
4722,"05N","1W",",24,25,"
4723,"01S","2W",",25,36,"
4723,"02S","1W",",4,5,6,7,8,9,17,18,"
4723,"02S","2W",",1,12,"
4723,"01S","1W",",29,30,31,32,"
4724,"02S","2W",",3,"
4725,"04N","1W",",8,9,10,15,16,"
4726,"06N","2E",",30,"
4727,"02N","2W",",10,11,12,13,14,15,22,23,"
4728,"05N","1E",",13,14,23,24,"
4729,"04N","1W",",2,3,"
4729,"05N","1W",",34,35,"
4730,"02N","2E",",30,31,"
4731,"04S","3E",",36,"
4732,"04N","1W",",3,4,"
4732,"05N","1W",",33,34,"
4733,"02N","5E",",25,26,28,35,36,"
4734,"05N","1W",",34,35,"
4735,"06N","1E",",32,"
4736,"06N","1E",",20,29,"
4737,"04N","1E",",6,"
4737,"05N","1E",",31,"
4738,"01N","3E",",16,"
4739,"05S","5E",",15,16,17,20,21,22,27,28,29,"
4740,"03S","2E",",12,13,"
4740,"03S","3E",",7,8,17,18,19,20,"
4741,"02S","1E",",31,32,"
4741,"03S","1E",",5,6,"
4742,"06N","1E",",6,"
4743,"05N","1W",",22,"
4744,"03S","2E",",24,25,"
4744,"03S","3E",",19,30,"
4745,"11N","3E",",4,5,6,7,8,9,16,17,"
4746,"03S","3E",",3,"
4747,"02S","2W",",21,"
4748,"01N","3E",",11,12,13,14,"
4749,"05N","1W",",24,"
4750,"02N","2W",",1,2,"
