189,"01S","1W",",19,20,26,27,28,29,30,33,34,35,"
189,"02S","1W",",19,30,"
189,"02S","2W",",24,25,"
190,"02N","3E",",33,34,"
190,"01N","3E",",3,4,9,10,15,"
191,"02N","1W",",2,3,"
191,"01N","3W",",11,12,13,14,"
192,"01S","1W",",8,9,10,11,14,15,16,17,20,21,22,23,27,"
193,"04S","5E",",19,20,28,29,30,31,32,33,"
194,"04N","3E",",5,6,"
194,"05N","3E",",31,32,"
195,"06N","1E",",21,22,23,26,27,28,"
196,"02S","1W",",19,20,29,30,"
197,"02S","1W",",4,5,6,7,8,9,10,11,14,15,16,"
198,"02S","1W",",27,28,33,34,"
199,"06N","3E",",10,15,"
199,"06N","2E",",15,21,22,27,28,29,32,33,"
200,"03N","2W",",21,22,27,28,"
200,"04N","1E",",8,9,16,17,"
200,"05N","1W",",16,"
201,"05N","2E",",31,"
201,"04N","1W",",10,"
201,"04N","2E",",6,"
202,"03S","3E",",24,25,26,35,36,"
203,"02S","2W",",3,"
204,"02S","1W",",9,10,15,16,"
205,"03S","3E",",31,32,33,34,"
205,"04S","2E",",1,12,13,"
205,"03S","2E",",36,"
205,"04S","3E",",3,4,5,6,7,8,9,10,17,18,"
206,"02S","2W",",1,2,11,12,"
206,"01S","1W",",20,27,28,29,32,34,"
207,"05N","1W",",24,25,"
207,"04N","1E",",2,3,"
208,"02S","1W",",14,15,"
208,"01S","1W",",20,23,24,25,26,29,32,"
209,"06N","2E",",18,"
209,"06N","1E",",13,14,"
210,"06N","3E",",33,34,"
210,"05N","3E",",3,4,9,10,11,12,13,14,15,16,17,20,21,22,23,24,"
211,"06N","1E",",13,24,"
211,"01N","3W",",11,12,13,14,23,"
211,"06N","2E",",17,18,19,20,"
212,"05N","1W",",9,10,24,25,"
212,"05N","1E",",19,30,"
212,"06N","1E",",8,17,"
213,"01S","2W",",1,12,"
213,"01S","1W",",7,8,"
214,"04N","3E",",18,19,"
214,"04N","2E",",13,14,23,24,"
215,"04S","3E",",18,"
215,"04S","2E",",13,"
216,"06N","1E",",23,24,25,26,"
217,"06N","2E",",31,32,33,34,35,"
217,"05N","1E",",1,"
217,"05N","2E",",1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,21,22,23,24,"
217,"06N","1E",",36,"
218,"03N","2W",",1,2,12,"
218,"05N","1W",",24,25,"
218,"02N","1E",",19,"
218,"02N","1W",",24,"
218,"05N","1E",",19,30,"
218,"04N","2W",",35,36,"
219,"06N","1E",",7,18,"
219,"06N","1W",",12,13,"
220,"05N","1W",",27,34,"
221,"01N","1W",",12,"
222,"03S","3E",",7,18,"
222,"02S","2E",",33,34,35,36,"
222,"03S","2E",",1,2,3,4,10,11,12,13,14,"
223,"03S","3E",",3,4,9,10,"
224,"04S","3E",",18,19,"
224,"04S","2E",",13,24,"
225,"02S","4E",",20,21,27,28,29,30,31,32,33,34,"
225,"03S","4E",",3,4,5,6,"
226,"03N","1W",",35,"
227,"05N","1W",",24,25,36,"
227,"05N","1E",",19,30,31,"
228,"03N","1W",",35,"
228,"05N","1W",",24,25,"
228,"06N","1W",",34,35,"
228,"05N","1E",",19,30,"
229,"02N","1W",",12,13,"
229,"05N","1E",",19,30,"
229,"05N","1W",",23,24,25,"
230,"03N","1E",",31,32,33,"
230,"02N","1E",",4,5,6,"
231,"05N","1W",",33,34,"
231,"04N","1W",",3,4,"
232,"06N","1E",",1,12,"
232,"06N","2E",",5,6,7,8,"
233,"05S","3E",",6,"
233,"04S","3E",",17,18,19,20,30,31,32,"
233,"04S","2E",",13,24,25,36,"
234,"05N","1W",",33,"
235,"06N","3E",",6,"
235,"07N","2E",",35,36,"
235,"06N","2E",",1,2,"
235,"07N","3E",",31,"
236,"04S","2E",",1,2,11,12,"
236,"03S","3E",",31,"
236,"04S","3E",",5,6,7,8,"
236,"03S","2E",",35,36,"
237,"08N","1W",",23,26,"
238,"05N","1W",",34,"
239,"05N","1W",",24,25,"
240,"03N","1W",",3,4,9,10,"
241,"03S","3E",",13,14,15,"
242,"07N","1E",",26,"
243,"07N","1E",",26,"
244,"06N","1E",",28,33,"
245,"01N","1E",",21,22,27,28,"
246,"02S","4E",",15,16,21,22,27,34,"
247,"06N","1E",",7,18,"
247,"06N","1W",",12,13,"
248,"04N","1W",",15,16,21,22,27,28,"
249,"05N","2E",",19,30,31,"
249,"05N","1E",",24,25,36,"
250,"05N","1W",",27,"
251,"06N","2E",",8,9,16,17,"
252,"05N","4E",",17,18,19,20,30,"
252,"05N","3E",",13,24,25,"
253,"01N","4E",",1,"
253,"02N","5E",",31,"
253,"01N","5E",",6,"
253,"02N","4E",",36,"
254,"05N","1W",",34,"
255,"04N","1E",",30,31,32,"
255,"04N","1W",",25,36,"
256,"05N","1W",",3,9,10,"
257,"07N","1E",",25,36,"
257,"07N","2E",",29,30,31,32,"
258,"06N","2E",",5,6,7,8,9,17,"
258,"07N","2E",",31,"
258,"06N","1E",",1,"
259,"07N","1E",",25,26,35,36,"
259,"06N","1E",",1,2,"
260,"02N","3E",",1,"
260,"02N","4E",",6,"
260,"03N","3E",",12,13,24,25,36,"
260,"03N","4E",",7,8,17,18,19,28,29,30,31,32,33,"
261,"02N","1W",",23,24,25,26,"
261,"02N","1E",",19,20,29,30,31,32,"
262,"04N","1W",",3,4,"
263,"05N","1E",",33,"
264,"03N","1W",",25,26,35,36,"
265,"06N","2E",",20,"
266,"02N","1E",",22,"
267,"07N","2E",",18,19,"
267,"07N","1E",",13,14,23,24,25,"
268,"02N","1E",",5,6,7,8,"
269,"02N","1E",",5,6,7,8,9,17,18,"
270,"03N","1W",",25,26,35,36,"
271,"08N","1E",",27,28,29,31,32,33,34,35,36,"
271,"07N","2E",",6,"
271,"07N","1E",",1,2,3,4,5,6,8,9,10,11,"
271,"08N","2E",",31,"
272,"07N","1E",",4,5,8,9,"
273,"02N","2E",",19,30,31,"
273,"02N","1E",",24,25,36,"
274,"06N","1E",",28,33,"
275,"03N","3E",",36,"
275,"03N","4E",",31,"
275,"02N","4E",",4,5,6,7,8,9,18,19,20,29,30,"
275,"02N","3E",",1,12,13,24,25,"
276,"03S","5E",",31,"
276,"04S","4E",",1,2,11,12,"
276,"04S","5E",",6,7,"
276,"03S","4E",",35,36,"
277,"05N","1W",",27,34,"
278,"07N","1E",",25,36,"
278,"07N","2E",",28,29,30,31,32,33,"
278,"06N","1E",",1,12,"
278,"06N","2E",",4,5,6,7,8,9,"
279,"05N","1E",",11,12,13,14,"
280,"02S","5E",",32,33,34,"
280,"03S","5E",",3,4,5,8,9,10,"
281,"01N","2E",",4,5,6,7,8,9,"
281,"02N","2E",",31,32,"
282,"04N","2E",",5,6,7,8,"
282,"05N","2E",",32,"
283,"05N","1W",",23,26,"
283,"05S","1E",",2,3,9,10,11,12,13,14,15,16,"
284,"06N","1E",",26,27,28,33,34,35,"
285,"06N","1E",",32,33,"
286,"01N","1W",",6,7,"
286,"02N","2W",",36,"
286,"02N","1W",",31,"
286,"01N","2W",",1,12,"
287,"05N","1E",",23,24,25,26,35,36,"
287,"05N","2E",",30,31,"
288,"03N","1W",",35,"
288,"02N","1W",",2,"
289,"05N","1W",",34,"
290,"04N","1W",",9,10,15,16,"
291,"06N","1E",",28,"
292,"06N","1E",",28,33,"
293,"05N","1W",",35,"
294,"06N","1E",",28,29,"
295,"01N","1E",",20,21,22,27,28,29,"
296,"01N","2E",",16,17,20,21,"
297,"01N","1E",",22,23,24,25,26,27,"
298,"04N","1W",",14,15,22,23,26,27,"
299,"07N","2E",",19,20,29,30,31,32,"
299,"07N","1E",",25,36,"
300,"01N","1E",",22,23,26,27,"
301,"06N","3E",",4,5,"
301,"07N","3E",",32,33,"
302,"09N","1E",",5,6,7,8,"
302,"10N","1E",",31,32,"
303,"01N","2E",",7,8,17,18,"
303,"01N","1E",",12,13,"
304,"05N","1W",",35,"
305,"11N","1E",",14,15,16,21,22,23,26,27,28,"
306,"05N","1W",",35,"
307,"04N","2E",",5,6,7,8,17,18,"
307,"04N","1E",",1,12,13,"
308,"10N","1E",",19,20,29,30,"
309,"04N","3E",",5,6,7,8,17,18,"
309,"05N","3E",",26,27,28,29,30,31,32,33,34,35,"
310,"05N","1W",",25,26,"
311,"01N","2E",",20,21,28,29,32,33,"
312,"06N","1E",",28,33,"
313,"06N","1E",",4,5,8,9,16,17,"
314,"05N","1W",",25,36,"
315,"08N","1W",",23,"
316,"07N","1E",",20,21,28,29,"
317,"06N","1E",",20,21,28,29,"
318,"05N","1W",",28,"
319,"06N","1E",",28,"
320,"04N","1E",",4,5,"
320,"05N","1E",",30,31,32,33,"
321,"04N","1W",",13,14,15,22,23,"
322,"01N","1E",",22,27,"
323,"04S","3E",",24,"
324,"02S","3E",",13,14,23,24,"
325,"03S","4E",",6,"
325,"02S","4E",",31,"
325,"02S","3E",",25,26,27,28,33,34,35,36,"
325,"03S","3E",",1,2,3,4,"
326,"04N","2E",",3,4,9,10,15,16,"
327,"01S","4E",",13,14,23,24,26,"
328,"04N","1W",",22,23,26,27,"
329,"11N","1E",",14,15,16,21,22,23,26,27,28,"
330,"07N","1E",",3,4,5,8,9,10,15,16,17,"
331,"01N","1E",",1,12,13,"
331,"01N","2E",",5,6,7,8,17,18,"
332,"07N","1E",",16,17,20,21,28,29,30,"
333,"02N","1E",",32,"
333,"01N","1E",",4,5,8,9,16,17,"
334,"01N","5E",",1,2,3,4,5,9,10,11,12,"
334,"02N","5E",",32,33,34,35,36,"
334,"02N","6E",",31,"
334,"01N","6E",",6,7,"
335,"04N","1W",",2,11,12,13,14,"
336,"08N","1E",",31,32,33,"
336,"07N","1E",",4,5,6,7,8,9,"
337,"11N","2E",",33,34,35,"
337,"10N","2E",",2,3,4,9,10,11,15,16,"
338,"01S","2E",",19,30,"
338,"01S","1E",",23,24,25,26,34,35,36,"
338,"02S","1E",",1,2,"
339,"04N","1E",",29,30,31,32,"
339,"04N","1W",",25,36,"
339,"03N","1E",",6,"
339,"03N","1W",",1,"
340,"02N","1E",",27,28,29,32,33,34,"
340,"08N","1W",",25,36,"
340,"08N","1E",",30,31,32,"
341,"07N","2E",",19,20,21,28,29,30,32,33,"
341,"06N","2E",",4,5,"
342,"07N","1E",",8,9,16,17,20,21,"
343,"05N","3E",",13,24,25,"
343,"04N","4E",",5,6,"
343,"05N","4E",",7,8,17,18,19,20,21,22,27,28,29,30,31,32,"
344,"02N","2E",",31,"
344,"01N","2E",",6,7,"
345,"01N","1W",",12,13,24,"
345,"01N","1E",",7,8,17,18,19,20,29,30,"
346,"04N","1W",",2,3,10,11,12,13,14,15,"
347,"08N","1E",",31,32,33,"
347,"07N","1E",",4,5,6,7,8,9,16,17,18,"
348,"01S","3E",",33,34,35,36,"
348,"02S","3E",",1,2,3,4,10,11,12,13,14,15,"
348,"02S","4E",",6,7,18,"
348,"01S","4E",",31,"
349,"06N","6E",",18,19,20,27,28,29,34,35,"
349,"06N","5E",",4,9,10,13,14,15,22,"
349,"07N","5E",",4,5,8,9,17,20,27,28,29,33,"
350,"10N","3E",",3,5,8,9,10,11,12,13,24,25,"
350,"12N","2E",",3,10,15,22,27,34,35,"
350,"10N","4E",",19,30,31,"
350,"09N","4E",",4,5,6,10,"
350,"13N","1E",",13,14,24,"
350,"11N","3E",",7,17,18,20,29,30,31,32,"
350,"11N","2E",",1,2,12,"
350,"13N","2E",",17,18,19,20,28,29,33,"
351,"05N","1E",",1,2,11,12,13,"
351,"05N","2E",",6,7,18,"
352,"01N","1E",",3,4,5,8,9,"
352,"02N","1E",",32,33,34,"
353,"03S","2E",",30,31,"
353,"03S","1E",",25,26,35,36,"
354,"08N","3E",",4,5,8,9,10,15,16,17,19,20,21,22,23,26,27,28,29,30,31,32,"
354,"09N","3E",",32,33,"
354,"07N","3E",",5,6,"
355,"01S","3E",",2,3,"
355,"01N","3E",",22,27,34,35,"
356,"02S","2W",",6,7,"
356,"02S","3W",",1,12,"
357,"05N","1E",",3,4,8,9,10,15,16,17,"
358,"05N","3E",",16,17,20,21,26,27,28,29,30,34,35,"
359,"02N","1E",",5,6,"
360,"06N","2E",",30,31,"
360,"05N","3E",",6,7,18,"
360,"06N","1E",",22,23,24,25,26,27,36,"
360,"05N","2E",",1,2,11,12,13,14,"
361,"03N","4E",",7,8,16,17,18,19,20,21,28,29,30,31,32,33,"
361,"03N","3E",",12,13,24,25,36,"
361,"02N","4E",",4,5,6,"
361,"02N","3E",",1,"
362,"02N","2E",",1,2,11,12,13,14,"
363,"04N","2E",",6,"
363,"05N","2E",",29,30,31,32,"
363,"05N","1E",",25,36,"
363,"04N","1E",",1,"
364,"01N","2E",",33,34,"
364,"01S","2E",",3,4,9,10,"
365,"05N","3E",",4,5,6,7,8,9,17,18,"
365,"05N","2E",",1,2,11,12,13,"
366,"01N","1E",",2,"
366,"02N","1E",",25,26,34,35,36,"
367,"06N","4E",",29,30,31,32,"
367,"05N","3E",",1,"
367,"05N","4E",",5,6,"
367,"06N","3E",",25,36,"
368,"04N","1W",",17,18,19,20,"
369,"04N","2W",",35,36,"
370,"04N","1W",",3,4,5,"
370,"05N","1W",",32,33,34,"
371,"02N","1W",",20,21,22,27,28,29,"
372,"05N","3E",",2,3,4,5,6,"
372,"06N","3E",",19,20,29,30,31,32,33,34,35,"
372,"05N","2E",",1,"
372,"06N","2E",",36,"
373,"02N","1E",",31,"
373,"01N","1E",",6,7,"
373,"01N","1W",",1,2,11,12,"
373,"02N","1W",",35,36,"
374,"02S","3E",",3,4,5,6,"
374,"01S","3E",",19,20,28,29,30,31,32,33,34,"
374,"01S","2E",",25,36,"
375,"06N","4E",",17,18,19,20,29,30,31,32,33,"
375,"05N","4E",",4,5,6,"
375,"06N","3E",",13,24,25,"
376,"06N","2E",",16,17,20,21,"
377,"01N","2E",",7,8,9,16,17,18,19,20,21,"
378,"01N","2E",",15,16,21,22,23,26,27,28,"
379,"06N","2E",",19,30,"
380,"06N","2E",",31,"
380,"05N","2E",",6,"
380,"05N","1E",",1,2,"
380,"05N","3E",",7,8,17,18,"
380,"06N","1E",",35,36,"
381,"01S","2E",",3,4,"
381,"01N","2E",",33,34,"
382,"08N","1E",",31,32,33,"
382,"07N","1E",",4,5,6,7,8,9,"
383,"06N","1E",",13,14,23,24,25,26,"
383,"06N","2E",",18,19,"
384,"05N","2E",",17,18,19,20,29,30,31,32,"
384,"05N","1E",",13,24,25,36,"
385,"06N","1E",",9,10,14,15,16,22,23,"
386,"02S","2E",",1,"
386,"02S","3E",",3,4,5,6,"
386,"01S","2E",",25,36,"
386,"01S","3E",",16,17,19,20,21,27,28,29,30,31,32,33,34,"
