  id   | map_id | trs_path  
 27423 |   4575 | 2S.2W.3
 27424 |   4576 | 5N.1W.33
 27425 |   4577 | 5N.1W.26
 27430 |   4578 | 2S.2W.15
 27435 |   4579 | 5N.1W.22
 27436 |   4579 | 5N.1W.23
 27440 |   4580 | 2N.1E.36
 27441 |   4581 | 9N.1W.34
 27452 |   4583 | 5N.1E.17
 27453 |   4584 | 6N.1E.16
 27454 |   4585 | 5N.1W.23
 27455 |   4586 | 5N.1E.3
 27457 |   4587 | 4S.3E.14
 27458 |   4588 | 5N.1E.3
 27459 |   4588 | 5N.1E.4
 27467 |   4589 | 10N.5E.1
 27469 |   4590 | 3N.1W.27
 27472 |   4591 | 1S.1W.10
 27476 |   4592 | 2S.2W.13
 27478 |   4593 | 8N.4E.11
 27498 |   4596 | 8N.1E.32
 27499 |   4597 | 5N.1W.33
 27500 |   4598 | 5N.1W.23
 27501 |   4598 | 5N.1W.24
 27502 |   4598 | 5N.1W.25
 27503 |   4598 | 5N.1W.26
 27504 |   4599 | 2S.4E.24
 27505 |   4600 | 8N.1E.31
 27507 |   4601 | 4N.1W.14
 27509 |   4602 | 4N.1W.14
 27510 |   4603 | 3N.1W.35
 27512 |   4604 | 4N.1W.20
 27513 |   4605 | 4N.1W.14
 27514 |   4606 | 8N.1W.23
 27518 |   4607 | 5N.1E.12
 27530 |   4609 | 4S.4E.11
 27532 |   4610 | 5S.4E.6
 27533 |   4611 | 4S.3E.9
 27534 |   4612 | 5N.1W.27
 27535 |   4612 | 5N.1W.34
 27536 |   4613 | 5N.1W.33
 27537 |   4614 | 5N.1W.24
 27538 |   4615 | 9N.1W.34
 27541 |   4616 | 1N.4E.5
 27542 |   4616 | 1N.4E.6
 27560 |   4617 | 5N.1E.31
 27562 |   4618 | 4N.2E.5
 27564 |   4619 | 4N.1W.4
 27565 |   4619 | 5N.1W.33
 27567 |   4620 | 6N.1E.6
 27570 |   4620 | 7N.1E.30
 27571 |   4620 | 7N.1E.31
 27575 |   4621 | 5N.2E.18
 27576 |   4622 | 4N.1W.3
 27577 |   4622 | 4N.1W.4
 27578 |   4622 | 5N.1W.26
 27579 |   4622 | 5N.1W.27
 27580 |   4622 | 5N.1W.28
 27581 |   4622 | 5N.1W.33
 27582 |   4622 | 5N.1W.34
 27583 |   4622 | 5N.1W.35
 27584 |   4623 | 8N.1E.31
 27586 |   4624 | 4N.1W.3
 27587 |   4624 | 4N.1W.4
 27588 |   4624 | 5N.1W.33
 27589 |   4624 | 5N.1W.34
 27590 |   4625 | 4N.1W.4
 27591 |   4625 | 5N.1W.33
 27592 |   4626 | 1N.1E.24
 27596 |   4627 | 7N.1E.30
 27603 |   4628 | 1S.3E.30
 27607 |   4629 | 2S.2W.5
 27615 |   4630 | 4S.2E.33
 27616 |   4631 | 8N.4E.14
 27621 |   4632 | 5N.1E.31
 27622 |   4633 | 8N.4E.4
 27626 |   4634 | 6N.1E.9
 27627 |   4634 | 6N.1E.16
 27628 |   4635 | 7N.5E.6
 27629 |   4635 | 8N.4E.2
 27634 |   4635 | 9N.4E.28
 27635 |   4635 | 9N.4E.33
 27637 |   4636 | 4S.2E.14
 27639 |   4636 | 4S.2E.22
 27640 |   4636 | 4S.2E.23
 27641 |   4637 | 6N.1E.5
 27642 |   4637 | 6N.1E.6
 27643 |   4637 | 7N.1E.31
 27644 |   4637 | 7N.1E.32
 27647 |   4638 | 1N.2E.34
 27648 |   4639 | 4N.1W.8
 27649 |   4639 | 4N.1W.9
 27650 |   4640 | 2N.2W.4
 27654 |   4641 | 6N.1E.1
 27657 |   4642 | 3S.2E.28
 27660 |   4643 | 5S.5E.2
 27667 |   4644 | 7N.5E.17
 27670 |   4645 | 1N.2E.21
 27672 |   4645 | 1N.2E.23
 27675 |   4646 | 8N.4E.14
 27676 |   4647 | 5N.1W.22
 27677 |   4648 | 4N.1W.11
 27681 |   4649 | 2S.6E.31
 27694 |   4651 | 2N.1W.24
 27695 |   4651 | 2N.1E.18
 27696 |   4651 | 2N.1E.19
 27697 |   4652 | 4S.4E.31
 27698 |   4653 | 8N.4E.2
 27699 |   4653 | 8N.4E.3
 27702 |   4654 | 8N.4E.25
 27703 |   4655 | 5N.1W.24
 27705 |   4656 | 5S.2E.5
 27708 |   4657 | 5N.1W.3
 27719 |   4659 | 6N.4E.5
 27728 |   4660 | 6N.4E.4
 27748 |   4662 | 3S.2E.17
 27753 |   4663 | 5N.1E.3
 27754 |   4663 | 5N.1E.4
 27757 |   4664 | 4S.3E.14
 27758 |   4665 | 7N.5E.6
 27760 |   4666 | 2N.2W.2
 27770 |   4668 | 6N.1E.6
 27771 |   4669 | 6N.1E.28
 27772 |   4670 | 4N.1W.3
 27773 |   4670 | 4N.1W.4
 27774 |   4670 | 5N.1W.33
 27775 |   4670 | 5N.1W.34
 27777 |   4671 | 1N.1E.6
 27780 |   4672 | 5N.1W.35
 27781 |   4673 | 4S.2E.16
 27784 |   4674 | 10N.4E.36
 27785 |   4674 | 10N.5E.31
 27788 |   4675 | 5N.2E.19
 27789 |   4675 | 5N.2E.20
 27799 |   4676 | 3S.5E.33
 27800 |   4676 | 3S.5E.34
 27801 |   4677 | 3S.2E.11
 27803 |   4678 | 6N.1E.9
 27804 |   4679 | 7N.5E.6
 27805 |   4680 | 5N.1E.31
 27814 |   4682 | 5N.1W.27
 27815 |   4682 | 5N.1W.34
 27816 |   4683 | 2S.5E.20
 27820 |   4684 | 6N.2E.19
 27821 |   4684 | 6N.2E.30
 27822 |   4685 | 3S.2E.4
 27826 |   4686 | 2N.1W.21
 27829 |   4686 | 2N.1W.28
 27830 |   4687 | 5N.1W.25
 27831 |   4688 | 10N.1E.5
 27832 |   4688 | 10N.1E.8
 27833 |   4689 | 2S.2W.17
 27836 |   4689 | 2S.2W.20
 27837 |   4690 | 5N.1E.4
 27839 |   4691 | 8N.4E.14
 27843 |   4692 | 6N.1E.12
 27844 |   4693 | 5S.5E.2
 27849 |   4694 | 5N.1E.31
 27850 |   4695 | 3N.1W.34
 27851 |   4696 | 5N.1W.25
 27852 |   4696 | 5N.1W.26
 27853 |   4697 | 4N.1E.3
 27855 |   4698 | 1N.1E.6
 27874 |   4700 | 3N.2E.21
 27877 |   4701 | 8N.3E.15
 27879 |   4701 | 8N.3E.23
 27880 |   4702 | 7N.5E.28
 27884 |   4703 | 7N.1E.30
 27885 |   4703 | 7N.1E.31
 27888 |   4704 | 7N.5E.20
 27890 |   4705 | 2S.4E.16
 27893 |   4705 | 2S.4E.21
 27895 |   4706 | 2N.2W.2
 27896 |   4706 | 2N.2W.11
 27898 |   4707 | 5N.1E.32
 27899 |   4708 | 6N.1E.5
 27900 |   4708 | 6N.1E.6
 27901 |   4708 | 7N.1E.31
 27902 |   4708 | 7N.1E.32
 27916 |   4710 | 6N.5E.15
 27924 |   4711 | 5N.1E.29
 27934 |   4713 | 8N.4E.25
 27935 |   4714 | 7N.1E.29
 27936 |   4714 | 7N.1E.30
 27938 |   4715 | 5N.2E.18
 27950 |   4717 | 5N.1E.22
 27954 |   4718 | 6N.1E.5
 27956 |   4719 | 6N.1E.9
 27959 |   4719 | 6N.1E.16
 27961 |   4720 | 6N.1E.9
 27964 |   4720 | 6N.1E.16
 27967 |   4721 | 4S.4E.31
 27968 |   4722 | 5N.1W.24
 27969 |   4722 | 5N.1W.25
 27986 |   4724 | 2S.2W.3
 27988 |   4725 | 4N.1W.9
 27989 |   4725 | 4N.1W.10
 27992 |   4726 | 6N.2E.30
 27994 |   4727 | 2N.2W.11
 28004 |   4728 | 5N.1E.24
 28005 |   4729 | 4N.1W.2
 28006 |   4729 | 4N.1W.3
 28007 |   4729 | 5N.1W.34
 28008 |   4729 | 5N.1W.35
 28009 |   4730 | 2N.2E.30
 28011 |   4731 | 4S.3E.36
 28012 |   4732 | 4N.1W.3
 28013 |   4732 | 4N.1W.4
 28014 |   4732 | 5N.1W.33
 28015 |   4732 | 5N.1W.34
 28018 |   4733 | 2N.5E.28
 28019 |   4733 | 2N.5E.35
 28021 |   4734 | 5N.1W.34
 28022 |   4734 | 5N.1W.35
 28023 |   4735 | 6N.1E.32
 28024 |   4736 | 6N.1E.20
 28025 |   4736 | 6N.1E.29
 28027 |   4737 | 5N.1E.31
 28028 |   4738 | 1N.3E.16
 28033 |   4739 | 5S.5E.21
 28046 |   4741 | 3S.1E.5
 28049 |   4741 | 2S.1E.32
 28050 |   4742 | 6N.1E.6
 28051 |   4743 | 5N.1W.22
 28052 |   4744 | 3S.2E.24
 28053 |   4744 | 3S.2E.25
 28064 |   4746 | 3S.3E.3
 28067 |   4748 | 1N.3E.12
 28070 |   4749 | 5N.1W.24
 28072 |   4750 | 2N.2W.2
 28075 |   4751 | 1S.2E.2
 28079 |   4752 | 10N.1E.29
 28080 |   4753 | 6N.1E.5
 28081 |   4753 | 6N.1E.8
 28082 |   4754 | 6N.1E.16
 28084 |   4754 | 6N.1E.20
 28085 |   4754 | 6N.1E.21
 28086 |   4754 | 6N.1E.28
 28087 |   4754 | 6N.1E.29
 28091 |   4755 | 2S.2W.19
 28092 |   4755 | 2S.2W.20
 28093 |   4755 | 2S.2W.21
 28094 |   4755 | 2S.2W.22
 28106 |   4756 | 5N.1W.23
 28107 |   4757 | 8N.1E.31
 28108 |   4758 | 6N.1E.5
 28109 |   4758 | 6N.1E.6
 28110 |   4759 | 3N.1W.9
 28111 |   4760 | 2N.1E.31
 28115 |   4761 | 4N.1W.14
 28118 |   4762 | 8N.4E.3
 28119 |   4763 | 5N.1W.27
 28120 |   4763 | 5N.1W.28
 28121 |   4764 | 4N.1W.4
 28125 |   4765 | 6N.5E.4
 28129 |   4766 | 10N.3E.2
 28133 |   4767 | 9N.4E.8
 28134 |   4767 | 9N.4E.9
 28136 |   4767 | 9N.4E.17
 28137 |   4768 | 5N.1E.22
 28139 |   4769 | 3N.1W.35
 28142 |   4770 | 5N.1W.15
 28145 |   4770 | 5N.1W.20
 28146 |   4770 | 5N.1W.21
 28147 |   4771 | 6N.1E.28
 28148 |   4772 | 6N.2E.30
 28150 |   4773 | 3N.1W.35
 28175 |   4775 | 5N.1W.33
 28176 |   4776 | 5N.1W.33
 28177 |   4777 | 5N.1W.25
 28178 |   4777 | 5N.1W.26
 28179 |   4777 | 5N.1W.35
 28180 |   4777 | 5N.1W.36
 28181 |   4778 | 4S.3E.14
 28182 |   4779 | 4N.1W.4
 28185 |   4780 | 3N.1W.35
 28189 |   4781 | 1S.2W.27
 28190 |   4781 | 1S.2W.28
 28193 |   4782 | 5N.1W.22
 28194 |   4782 | 5N.1W.23
 28195 |   4783 | 4S.3E.36
 28206 |   4785 | 5N.1W.33
 28208 |   4786 | 2S.1E.27
 28211 |   4787 | 9N.1W.13
 28220 |   4788 | 2S.2W.29
 28222 |   4789 | 8N.4E.11
 28223 |   4789 | 8N.4E.24
 28224 |   4790 | 4N.1W.2
 28225 |   4790 | 5N.1W.35
 28226 |   4791 | 6N.1E.8
 28227 |   4792 | 3S.2E.11
 28228 |   4793 | 3S.2E.9
 28229 |   4794 | 5S.2E.19
 28234 |   4795 | 3S.2E.10
 28237 |   4796 | 8N.1E.31
 28239 |   4797 | 3S.3E.4
 28240 |   4798 | 1N.4E.7
 28243 |   4798 | 1N.4E.18
 28246 |   4799 | 4N.1E.10
 28249 |   4800 | 3S.5E.28
 28250 |   4801 | 3S.3E.3
 28253 |   4801 | 3S.3E.10
 28254 |   4802 | 6N.3E.28
 28258 |   4803 | 5N.1W.26
 28263 |   4804 | 2N.1E.13
 28265 |   4804 | 2N.1E.15
 28268 |   4804 | 2N.1E.22
 28279 |   4805 | 6N.5E.15
 28287 |   4806 | 6N.3E.12
 28293 |   4807 | 8N.4E.25
 28295 |   4807 | 9N.4E.30
 28296 |   4808 | 6N.1E.9
 28299 |   4808 | 6N.1E.16
 28300 |   4808 | 6N.1E.21
 28303 |   4809 | 2S.1E.29
 28308 |   4811 | 8N.4E.36
 28309 |   4812 | 4N.1W.20
 28311 |   4813 | 8N.1W.23
 28315 |   4814 | 5N.1W.34
 28316 |   4814 | 5N.1W.35
 28317 |   4815 | 7N.1E.26
 28318 |   4816 | 6N.1E.20
 28319 |   4816 | 6N.1E.21
 28320 |   4816 | 6N.1E.28
 28321 |   4816 | 6N.1E.29
 28322 |   4817 | 4N.1W.20
 28323 |   4818 | 6N.1E.5
 28324 |   4819 | 6N.2E.19
 28325 |   4820 | 1N.1E.6
 28327 |   4821 | 6N.1E.16
 28329 |   4822 | 3N.1W.27
 28330 |   4822 | 3N.1W.28
 28334 |   4823 | 6N.1E.35
 28335 |   4824 | 1N.3E.7
 28340 |   4825 | 6N.1E.35
 28341 |   4826 | 5N.1W.22
 28342 |   4826 | 5N.1W.23
 28343 |   4827 | 5N.1E.9
 28344 |   4828 | 6N.1E.6
 28345 |   4828 | 7N.1E.31
 28347 |   4829 | 6N.1E.16
 28348 |   4830 | 4S.3E.15
 28378 |   4833 | 2S.3E.14
 28389 |   4835 | 2N.1E.22
 28390 |   4836 | 6N.1E.6
 28393 |   4837 | 9N.4E.32
 28394 |   4837 | 9N.4E.33
 28395 |   4838 | 5N.1W.28
 28396 |   4839 | 9N.1W.13
 28397 |   4839 | 9N.1W.24
 28399 |   4839 | 9N.1E.7
 28402 |   4839 | 9N.1E.19
 28411 |   4840 | 1N.2W.36
 28412 |   4841 | 2N.2E.31
 28417 |   4842 | 1N.2E.29
 28434 |   4844 | 3N.1W.35
 28439 |   4845 | 8N.1E.19
 28443 |   4846 | 6N.1E.21
 28444 |   4847 | 2N.1W.1
 28446 |   4848 | 5N.1W.24
 28447 |   4849 | 2S.3E.29
 28448 |   4849 | 2S.3E.30
 28449 |   4850 | 8N.1W.23
 28519 |   4853 | 1N.1E.6
 28530 |   4854 | 5N.1W.25
 28535 |   4855 | 3N.1W.22
 28538 |   4856 | 6N.2E.30
 28541 |   4857 | 5N.1W.28
 28546 |   4858 | 7N.1E.29
 28547 |   4858 | 7N.1E.30
 28548 |   4858 | 7N.1E.31
 28549 |   4858 | 7N.1E.32
 28550 |   4859 | 9N.4E.3
 28551 |   4860 | 8N.1W.24
 28552 |   4861 | 10N.3E.3
 28556 |   4862 | 6N.2E.21
 28557 |   4863 | 5N.1E.31
 28561 |   4864 | 7N.3E.21
 28567 |   4865 | 10N.3E.12
 28573 |   4866 | 4S.3E.36
 28576 |   4867 | 6N.1E.6
 28582 |   4869 | 11N.3E.17
 28586 |   4870 | 10N.3E.4
 28589 |   4871 | 2N.1W.12
 28593 |   4872 | 6N.1E.13
 28595 |   4873 | 6N.1E.15
 28598 |   4874 | 6N.2E.19
 28599 |   4874 | 6N.2E.30
 28603 |   4875 | 2N.1E.27
 28606 |   4876 | 7N.2E.26
 28607 |   4876 | 7N.2E.27
 28608 |   4877 | 4N.1W.26
 28609 |   4878 | 8N.1W.23
 28610 |   4879 | 7N.1E.20
 28612 |   4880 | 6N.1E.5
 28613 |   4880 | 6N.1E.8
 28614 |   4880 | 6N.1E.9
 28615 |   4881 | 5N.1W.22
 28617 |   4882 | 3S.3E.8
 28618 |   4882 | 3S.3E.17
 28620 |   4883 | 4S.4E.31
 28621 |   4884 | 2S.2E.2
 28628 |   4885 | 6N.2E.30
 28634 |   4886 | 2N.5E.27
 28639 |   4887 | 6N.1E.28
 28640 |   4888 | 4S.3E.14
 28642 |   4889 | 5S.1E.16
 28643 |   4890 | 2S.2W.4
 28645 |   4890 | 2S.2W.8
 28646 |   4890 | 2S.2W.9
 28669 |   4892 | 2S.2E.2
 28674 |   4894 | 3S.5E.28
 28675 |   4895 | 3S.4E.30
 28676 |   4896 | 6N.2E.19
 28679 |   4897 | 6N.1E.5
 28680 |   4897 | 6N.1E.6
 28682 |   4897 | 6N.1E.8
 28683 |   4897 | 6N.1E.9
 28684 |   4897 | 7N.1E.31
 28685 |   4897 | 7N.1E.32
 28689 |   4898 | 3N.3E.6
 28695 |   4899 | 4S.2E.14
 28697 |   4900 | 3N.3E.5
 28718 |   4902 | 6N.1E.23
 28722 |   4903 | 7N.1E.24
 28725 |   4904 | 3S.2E.25
 28733 |   4904 | 3S.3E.29
 28738 |   4905 | 4N.1W.17
 28759 |   4907 | 4S.5E.4
 28760 |   4907 | 4S.5E.5
 28799 |   4911 | 7N.1E.26
 28800 |   4912 | 5N.1W.22
 28801 |   4912 | 5N.1W.27
 28802 |   4913 | 5N.1E.20
 28803 |   4913 | 5N.1E.21
 28804 |   4914 | 5S.1E.11
 28811 |   4915 | 2N.2W.11
 28823 |   4916 | 3S.3E.19
 28824 |   4917 | 5N.1W.26
 28825 |   4918 | 6N.1E.5
 28826 |   4919 | 6N.1E.21
 28827 |   4920 | 6N.2E.19
 28831 |   4921 | 7N.5E.33
 28836 |   4922 | 4N.4E.27
 28841 |   4923 | 6N.1E.28
 28842 |   4924 | 6N.1E.34
 28843 |   4925 | 5N.1W.26
 28844 |   4926 | 3S.3E.11
 28845 |   4927 | 5N.1W.25
 28851 |   4928 | 4S.2E.21
 28852 |   4928 | 4S.2E.22
 28858 |   4929 | 6N.1E.33
 28859 |   4930 | 5N.1W.22
 28860 |   4930 | 5N.1W.23
 28861 |   4931 | 6N.1E.23
 28863 |   4932 | 2N.2W.2
 28865 |   4933 | 5N.1W.27
 28866 |   4933 | 5N.1W.28
 28867 |   4934 | 6N.1E.5
 28868 |   4934 | 7N.1E.29
 28869 |   4934 | 7N.1E.30
 28870 |   4934 | 7N.1E.31
 28871 |   4934 | 7N.1E.32
 28872 |   4935 | 11N.4E.20
 28893 |   4938 | 3S.3E.17
 28895 |   4938 | 3S.3E.19
 28898 |   4939 | 8N.1E.31
 28900 |   4940 | 7N.5E.16
 28904 |   4941 | 6N.1E.28
 28905 |   4941 | 6N.1E.33
 28910 |   4942 | 6N.1E.11
 28915 |   4943 | 6N.2E.20
 28916 |   4943 | 6N.2E.21
 28922 |   4944 | 4S.5E.30
 28925 |   4945 | 6N.1E.28
 28930 |   4946 | 10N.3E.11
 28935 |   4947 | 8N.1E.31
 28955 |   4949 | 6N.1E.5
 28956 |   4949 | 6N.1E.6
 28958 |   4950 | 3N.1W.27
 28959 |   4951 | 5N.1E.31
 28961 |   4952 | 2N.1E.36
 28965 |   4953 | 8N.1W.23
 28968 |   4954 | 8N.1W.23
 28970 |   4955 | 4S.3E.10
 28971 |   4956 | 6N.1E.33
 28973 |   4957 | 7N.1E.29
 28974 |   4957 | 7N.1E.30
 28975 |   4957 | 7N.1E.31
 28976 |   4957 | 7N.1E.32
 28987 |   4959 | 2N.3E.15
 28992 |   4960 | 5N.1W.34
 28993 |   4961 | 6N.1E.9
 28995 |   4962 | 5N.1W.22
 28996 |   4962 | 5N.1W.27
 28997 |   4962 | 5N.1W.28
 28998 |   4963 | 2N.1W.2
 28999 |   4964 | 6N.1E.21
 29000 |   4965 | 5N.1W.25
 29001 |   4966 | 5N.1W.26
 29002 |   4967 | 6N.1E.13
 29004 |   4968 | 1S.2E.35
 29005 |   4969 | 7N.4E.27
 29008 |   4969 | 7N.4E.34
 29009 |   4970 | 2N.4E.24
 29012 |   4972 | 4S.3E.14
 29016 |   4973 | 5S.5E.20
 29021 |   4974 | 4S.3E.2
 29023 |   4974 | 3S.3E.23
 29024 |   4974 | 3S.3E.24
 29031 |   4974 | 3S.3E.36
 29064 |   4976 | 3N.2W.12
 29065 |   4976 | 3N.2W.13
 29067 |   4976 | 3N.1W.7
 29068 |   4976 | 3N.1W.18
 29069 |   4977 | 4N.1W.3
 29070 |   4977 | 4N.1W.4
 29071 |   4977 | 5N.1W.33
 29072 |   4977 | 5N.1W.34
 29073 |   4978 | 2S.1W.30
 29074 |   4979 | 7N.1E.7
 29084 |   4981 | 6N.3E.5
 29086 |   4982 | 8N.1W.11
 29088 |   4983 | 4N.1W.2
 29089 |   4983 | 5N.1W.35
 29090 |   4983 | 5N.1W.36
 29091 |   4984 | 5N.1W.26
 29092 |   4985 | 2N.1W.2
 29097 |   4986 | 4S.3E.10
 29104 |   4987 | 1N.2E.29
 29105 |   4988 | 7N.5E.29
 29109 |   4989 | 6N.1E.9
 29114 |   4989 | 6N.1E.16
 29118 |   4990 | 4S.3E.16
 29121 |   4991 | 6N.5E.15
 29124 |   4992 | 11N.3E.17
 29125 |   4993 | 6N.3E.9
 29126 |   4993 | 6N.3E.10
 29128 |   4994 | 7N.1E.27
 29131 |   4995 | 2N.4E.24
 29136 |   4995 | 2N.4E.35
 29139 |   4996 | 3S.3E.3
 29142 |   4997 | 3N.2W.1
 29149 |   4998 | 4N.1W.20
 29151 |   4999 | 6N.1E.9
 29156 |   5000 | 3S.1E.26
 29161 |   5001 | 6N.2E.29
 29162 |   5001 | 6N.2E.32
 29163 |   5002 | 3S.3E.13
 29164 |   5003 | 4N.1W.20
 29169 |   5004 | 4N.2E.21
 29174 |   5005 | 4N.1W.2
 29175 |   5006 | 6N.1E.5
 29176 |   5006 | 6N.1E.6
 29177 |   5007 | 10N.4E.16
 29178 |   5007 | 10N.4E.17
 29180 |   5007 | 10N.4E.19
 29185 |   5007 | 10N.4E.30
 29189 |   5008 | 1N.3E.16
 29192 |   5009 | 5N.1W.35
 29197 |   5010 | 7N.1E.23
 29199 |   5011 | 5N.1W.27
 29200 |   5011 | 5N.1W.34
 29201 |   5012 | 6N.1E.16
 29203 |   5013 | 7N.5E.33
 29204 |   5014 | 6N.2E.30
 29205 |   5015 | 4N.1W.3
 29206 |   5015 | 4N.1W.4
 29216 |   5017 | 4N.1W.2
 29217 |   5018 | 4N.1W.2
 29218 |   5019 | 6N.1E.5
 29219 |   5020 | 7N.1E.20
 29224 |   5020 | 7N.1E.29
 29225 |   5020 | 7N.1E.32
 29228 |   5021 | 5N.1W.25
 29229 |   5021 | 5N.1W.26
 29230 |   5021 | 5N.1W.35
 29231 |   5021 | 5N.1W.36
 29239 |   5022 | 3N.1W.35
 29241 |   5023 | 5N.1W.24
 29242 |   5023 | 5N.1W.25
 29245 |   5024 | 4N.1W.17
 29246 |   5025 | 1S.2E.26
 29248 |   5026 | 6N.1E.10
 29253 |   5027 | 10N.4E.18
 29254 |   5028 | 5N.1W.3
 29255 |   5029 | 2S.2W.4
 29256 |   5030 | 4N.1W.3
 29257 |   5031 | 5N.1W.23
 29258 |   5032 | 4N.1W.20
 29260 |   5033 | 8N.1W.23
 29262 |   5034 | 5N.1W.3
 29265 |   5035 | 4N.1E.3
 29268 |   5036 | 8N.1W.23
 29270 |   5037 | 4N.1W.3
 29271 |   5037 | 4N.1W.4
 29272 |   5037 | 5N.1W.33
 29273 |   5037 | 5N.1W.34
 29278 |   5040 | 5N.1E.20
 29279 |   5041 | 4N.1W.8
 29282 |   5042 | 4S.3E.8
 29283 |   5042 | 4S.3E.17
 29286 |   5043 | 4N.1E.6
 29290 |   5044 | 6N.4E.17
 29291 |   5045 | 5N.1E.23
 29295 |   5046 | 7N.1E.14
 29301 |   5047 | 1N.1E.21
 29303 |   5048 | 6N.1E.29
 29305 |   5049 | 4N.1W.3
 29306 |   5049 | 4N.1W.4
 29307 |   5049 | 5N.1W.33
 29308 |   5049 | 5N.1W.34
 29321 |   5051 | 6N.1E.5
 29322 |   5051 | 6N.1E.8
 29323 |   5051 | 6N.1E.9
 29325 |   5053 | 6N.1E.33
 29327 |   5054 | 1N.5E.23
 29331 |   5055 | 5N.1E.32
 29332 |   5056 | 8N.1E.31
 29334 |   5057 | 6N.1E.33
 29335 |   5058 | 6N.1E.21
 29336 |   5059 | 4N.1W.21
 29339 |   5060 | 5N.1E.3
 29343 |   5061 | 6N.1E.5
 29344 |   5061 | 6N.1E.8
 29345 |   5061 | 6N.1E.9
 29346 |   5062 | 5N.1E.9
 29370 |   5064 | 4S.2E.21
 29374 |   5065 | 5N.1E.25
 29375 |   5065 | 5N.1E.26
 29381 |   5067 | 7N.1E.26
 29382 |   5068 | 6N.1E.29
 29386 |   5069 | 4S.2E.10
 29387 |   5069 | 4S.2E.15
 29390 |   5070 | 6N.1E.5
 29391 |   5070 | 6N.1E.8
 29392 |   5070 | 6N.1E.9
 29393 |   5071 | 5N.1W.3
 29394 |   5072 | 4N.2E.15
 29398 |   5073 | 4S.3E.14
 29400 |   5074 | 1N.1E.6
 29401 |   5075 | 1N.3E.11
 29402 |   5075 | 1N.3E.12
 29407 |   5076 | 1N.2E.33
 29410 |   5078 | 5N.1W.3
 29412 |   5079 | 5N.1W.25
 29458 |   5082 | 6N.2E.30
 29466 |   5083 | 9N.3E.31
 29469 |   5085 | 2N.1W.4
 29476 |   5086 | 2N.5E.32
 29478 |   5087 | 1N.1E.6
 29482 |   5088 | 4S.3E.14
 29483 |   5089 | 2S.3E.29
 29484 |   5089 | 2S.3E.30
 29485 |   5090 | 2S.3E.29
 29486 |   5091 | 8N.1E.31
 29490 |   5092 | 4S.2E.33
 29492 |   5093 | 2N.1W.22
 29493 |   5093 | 2N.1W.27
 29498 |   5094 | 7N.5E.28
 29502 |   5095 | 5N.1W.25
 29503 |   5095 | 5N.1W.36
 29505 |   5096 | 6N.1E.16
 29506 |   5097 | 2N.2W.3
 29510 |   5098 | 6N.1E.8
 29511 |   5098 | 6N.1E.9
 29513 |   5099 | 2S.4E.21
 29520 |   5100 | 6N.1E.6
 29533 |   5101 | 5N.1W.28
 29543 |   5102 | 5N.1E.4
 29548 |   5102 | 6N.1E.33
 29549 |   5103 | 5N.1W.23
 29550 |   5103 | 5N.1W.24
 29561 |   5104 | 5N.1W.22
 29562 |   5104 | 5N.1W.23
 29563 |   5104 | 5N.1W.28
 29564 |   5104 | 5N.1W.33
 29566 |   5105 | 10N.6E.6
 29567 |   5106 | 4S.3E.26
 29568 |   5107 | 6N.1E.29
 29569 |   5108 | 4N.1W.8
 29572 |   5109 | 2S.3E.29
 29576 |   5110 | 4S.2E.13
 29578 |   5111 | 5N.1W.33
 29579 |   5112 | 6N.2E.29
 29580 |   5113 | 6N.1E.6
 29581 |   5113 | 7N.1E.30
 29582 |   5113 | 7N.1E.31
 29587 |   5114 | 3N.4E.27
 29590 |   5114 | 3N.4E.34
 29592 |   5115 | 5N.1E.3
 29596 |   5116 | 7N.1E.20
 29597 |   5116 | 7N.1E.29
 29598 |   5116 | 7N.1E.30
 29599 |   5117 | 5N.1W.34
 29600 |   5118 | 6N.1E.5
 29601 |   5118 | 6N.1E.6
 29602 |   5118 | 7N.1E.29
 29603 |   5118 | 7N.1E.30
 29604 |   5118 | 7N.1E.31
 29605 |   5118 | 7N.1E.32
 29606 |   5119 | 2N.1W.2
 29607 |   5119 | 3N.1W.35
 29608 |   5120 | 5N.1W.34
 29609 |   5121 | 2N.2W.2
 29610 |   5122 | 7N.5E.33
 29611 |   5123 | 4S.3E.14
 29613 |   5124 | 5N.1W.23
 29614 |   5125 | 5N.1W.27
 29618 |   5126 | 10N.3E.12
 29624 |   5127 | 6N.1E.20
 29625 |   5128 | 1N.2E.19
 29631 |   5129 | 4S.3E.9
 29636 |   5130 | 4S.3E.3
 29641 |   5131 | 3N.1W.35
 29642 |   5132 | 2N.1W.12
 29644 |   5133 | 5N.1W.25
 29645 |   5133 | 5N.1W.36
 29647 |   5133 | 5N.1E.31
 29648 |   5134 | 2N.1W.11
 29649 |   5135 | 1N.1W.12
 29653 |   5136 | 4S.3E.6
 29656 |   5137 | 5N.1W.27
 29657 |   5137 | 5N.1W.28
 29664 |   5138 | 3N.1W.30
 29667 |   5139 | 5N.1E.33
 29672 |   5140 | 5N.3E.11
 29677 |   5141 | 4N.1W.3
 29685 |   5142 | 2S.3E.30
 29686 |   5143 | 5N.1W.24
 29687 |   5143 | 5N.1W.25
 29688 |   5143 | 5N.1W.36
 29725 |   5145 | 2N.2W.11
 29726 |   5146 | 3S.3E.3
 29727 |   5147 | 3S.3E.3
 29731 |   5148 | 4S.3E.14
